"","INSTNM_ZIP","AVG(ADM_RATE_ALL)","AVG(SAT_AVG_ALL)","AVG(COSTT4_A)","AVG(C150_4)","AVG(PCTFLOAN)","AVG(UG25abv)","AVG(PAR_ED_N)","AVG(PAR_ED_PCT_1STGEN)","AVG(PCTPELL)","AVG(DEBT_MDN)","AVG(gt_25k_p6)","AVG(NONCOM_RPY_5YR_RT)","AVG(UGDS)","AVG(female)","AVG(married)","AVG(dependent)","AVG(veteran)","AVG(first_gen)","AVG(md_faminc)","AVG(pct_ba)","AVG(pct_grad_prof)","AVG(pct_born_us)","AVG(median_hh_inc)","AVG(poverty_rate)","AVG(unemp_rate)","AVG(loan_ever)"
"2539","memphis college of art-38104-2764",0.521927272727273,1012.45454545455,36151,0.363463636363636,0.75874,0.1444,184.454545454545,0.325533575272727,0.510916666666667,15051,0.389317852258676,0.209621993127,328.272727272727,0.494999989867205,0.04999999888241,0.78000000119209,0.01499999966472,0.350000008940695,42415.75,15.9399995803833,8.8600001335144,95.2850036621093,59585.83,10.2699999809265,3.6449999809265,0.94499999284744
"2540","memphis college of art-381042764",0.7343,994,28670.9630987533,0.2639,0.587502629787908,0.210633333333333,133.2,0.3542675482,0.353911819782575,8118.8,0.644408797758188,0.330504575067643,241,0.47333333889643,0.04999999950329,0.753333330154417,0.00999999977648,0.360000004371003,41736,14.5766665140787,8.03999996185302,94,56223.8033333333,11.8100001017252,4.01666657129923,0.95999999841054
"2541","menlo college-94027",0.655266666666667,928,28670.9630987533,0.315911111111111,0.587502629787908,0.18104,320,0.387721874,0.353911819782575,10340.2777777778,0.772850126028055,0.330504575067643,626.777777777778,0.419999998807904,0.061999999731776,0.734000003337856,0.013999999687072,0.387999993562692,51327.6,20.1360000610351,12.2099998474121,72.9840011596679,86132.308,6.92199993133544,3.41999998092651,0.95399998426437
"2542","menlo college-94027-4301",0.5789625,969,49422.2,0.359875,0.54634,0.1212,302.5,0.400476472875,0.273216666666667,14233.875,0.716269791126247,0.481551791277333,688.375,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"2543","mercer university in atlanta-30341",0.816033333333333,1156.66666666667,28670.9630987533,0.5049,0.587502629787908,0.382225,2298.57142857143,0.382379584142857,0.353911819782575,12584.7857142857,0.7852349281311,0.330504575067643,2111.57142857143,0.712500005960458,0.247499994933603,0.489999987184997,0.0374999991618075,0.379999995231622,50546.5,15.2499997615814,7.65750002861023,92.9375,63968.8425,8.57749986648559,3.27249997854232,0.962500005960458
"2544","mercer university-31207",0.7359,1168.53846153846,43330.4,0.542805882352941,0.69534,0.389622222222222,2234.47058823529,0.371942045470588,0.349216666666667,16256.3529411765,0.777324199676506,0.276455026455,3420.41176470588,0.718000006675714,0.247999995946882,0.481999987363812,0.035999999195334,0.377999997138972,50094.7,15.4799997329711,7.8079999923706,92.8539993286133,64608.062,8.4479998588562,3.23999996185302,0.96400001049041
"2545","mercy college of health sciences-50309",0.679395816368601,1047.4372451298,28670.9630987533,0.4286,0.587502629787908,0.4162,231,0.433015732,0.353911819782575,6291.66666666667,0.644408797758188,0.330504575067643,353,0.90000000596046,0.250000007450575,0.449999988079065,0.029999999329445,0.43999999761581,44427,18.829999923706,8.08499979972839,94.8150024414062,60869.69,5.77999997138977,2.90999996662139,0.96500000357627
"2546","mercy college of health sciences-50309-123",0.9328,1010,28670.9630987533,0.6,0.587502629787908,0.250195175645098,545,0.359633028,0.353911819782575,8375,0.644408797758188,0.330504575067643,659,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"2547","mercy college of health sciences-50309-1239",0.714254545454545,980,23597.8,0.55125,0.80748,0.433233333333333,566,0.367687632727273,0.374933333333333,10347.8181818182,0.839709019660946,0.535286873062333,715.454545454545,0.90500000119209,0.22500000149011,0.48499999940395,0.01499999966472,0.370000004768365,49878.25,18.625,7.93500018119811,96.0149993896485,63117.505,4.89999985694885,2.70000004768371,0.98000001907348
"2548","mercy college of health sciences-503091239",0.7724,1047.4372451298,28670.9630987533,0.62115,0.587502629787908,0.3273,289.5,0.409143574,0.353911819782575,7062,0.644408797758188,0.330504575067643,442,0.91000002622604,0.23999999463558,0.44999998807907,0.01999999955296,0.40999999642372,43123,17.2900009155273,7.11999988555908,95.6699981689453,60859.34,5.48999977111816,2.92000007629394,0.95999997854232
"2549","mercy college of northwest ohio-43604-1132",0.69225,1047.4372451298,19204,0.47488,0.782,0.46575,649.2,0.4973746486,0.382533333333333,13763.9,0.80481880903244,0.330504575067643,945.2,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"2550","mercy college of northwest ohio-43624",0.679395816368601,1047.4372451298,28670.9630987533,0.51127113245952,0.587502629787908,0.4498,138.5,0.5546687535,0.353911819782575,10005,0.644408797758188,0.330504575067643,204,0.93999999761581,0.20000000298023,0.40000000596046,0.00999999977648,0.61000001430511,30531.5,11.4700002670288,5.71000003814697,97.1600036621094,56407.34,10.1899995803833,3.79999995231628,0.86000001430511
"2551","mercy college of northwest ohio-43624-113",0.8252,1047.4372451298,28670.9630987533,0.4,0.587502629787908,0.250195175645098,449,0.55233853,0.353911819782575,7812,0.644408797758188,0.330504575067643,661,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"2552","mercy college of northwest ohio-43624-1132",0.728566666666667,930,28670.9630987533,0.4352,0.587502629787908,0.43975,386.333333333333,0.543161336333333,0.353911819782575,7983.66666666667,0.767699599266045,0.330504575067643,563.333333333333,0.874999999999995,0.249999992549415,0.459999993443485,0.0249999994412,0.550000011920925,45634.5,12.2449998855591,6.20499992370605,97.0699996948242,58158.38,7.70000004768371,3.35500001907348,0.94499999284744
"2553","mercy college of northwest ohio-436241132",0.7568,1047.4372451298,28670.9630987533,0.6471,0.587502629787908,0.3833,158.5,0.540698144,0.353911819782575,9234.5,0.644408797758188,0.330504575067643,252,0.93999999761581,0.27000001072883,0.38999998569488,0.00999999977648,0.5,41815,11.789999961853,6.46000003814697,97.0100021362304,56467.14,9.23999977111816,3.79999995231628,0.91000002622604
"2554","mercy college of northwest ohio-436241197",0.679395816368601,1047.4372451298,28670.9630987533,0.51127113245952,0.587502629787908,0.5179,111,0.477477478,0.353911819782575,11008,0.644408797758188,0.330504575067643,203,0.86000001430511,0.31999999284744,0.25999999046325,0.05999999865889,0.47999998927116,31832,14.8800001144409,8.6899995803833,96.3600006103515,60498.27,8.42000007629394,3.49000000953674,0.89999997615814
"2555","mercy hospital school of nursing-15219-516",0.4634,930,28670.9630987533,0.51127113245952,0.587502629787908,0.250195175645098,92,0.489130435,0.353911819782575,6125,0.644408797758188,0.330504575067643,104,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"2556","mercy hospital school of nursing-15219-5166",0.438245454545454,968.857142857143,21131.6,0.51127113245952,0.62316,0.347916666666667,61.3636363636364,0.281238117,0.324733333333333,8715.90909090909,0.333971285820006,0,92.8181818181818,0.90500000119209,0.170000001788135,0.609999984502785,0.034999999217685,0.475000008940695,57121.25,14.1799998283386,7.15000009536743,97.2650032043457,53201.67,7.54499983787537,3.21999990940093,0.93000000715255
"2557","mercy hospital school of nursing-152195166",0.679395816368601,1047.4372451298,28670.9630987533,0.51127113245952,0.587502629787908,0.250195175645098,0,0,0.353911819782575,1225,0.644408797758188,0.330504575067643,30.75,0.843333323796587,0.183333332339917,0.433333327372863,0.03666666646798,0.443333337704333,39997.8333333333,16.0766668319702,10.4466667175293,95.946667989095,51894.28,8.52999989191691,3.58333325386047,0.950000007947283
"2558","mercy school of nursing-28207",0.83335,1047.4372451298,28670.9630987533,0.51127113245952,0.587502629787908,0.82435,95.5,0.354290565375,0.353911819782575,9596.875,0.87837839126586,0.330504575067643,103.625,0.895000010728833,0.442499995231625,0.142500003799793,0.037499999627465,0.447499990463252,36323.625,21.5449995994568,8.4999998807907,92.0225009918212,69356.71,6.60499989986419,3.19249999523162,0.937499999999998
"2559","mercy school of nursing-28273",0.130942857142857,940,28670.9630987533,0.51127113245952,0.58972,0.68016,42.7777777777778,0.128597501,0.210416666666667,11284.7222222222,0.846499219536777,0,138.666666666667,0.85000002384185,0.28999999165534,0.28000000119209,0.02999999932944,0.30000001192092,35091,21.0900001525878,8.22999954223632,92.6299972534179,68214.53,6.88999986648559,3.30999994277954,0.94999998807907
"2560","mercy/st. luke's school of radiologic technology-52402",0.18155,950,28670.9630987533,0.51127113245952,0.587502629787908,0.3233,0,0,0.353911819782575,10000,0,0.330504575067643,37,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"2561","mercyhurst college-16546",0.735,1045.72727272727,36023,0.599226666666667,0.7617,0.1715,1976.8,0.403106705,0.3467,12176.6666666667,0.655571758747096,0.831988261189,3408.06666666667,0.59199999570846,0.09200000017881,0.763999998569484,0.025999999418848,0.397999989986414,65399.6,14.3819997787475,8.3,95.6560012817383,57582.636,7.2079999923706,3.3619999885559,0.96800001859664
"2562","mercyhurst north east-16428",0.7666,1074,21995,0.51127113245952,0.9184,0.250195175645098,2317,0.380664653,0.6753,16000,0.644408797758188,0.752586206897,1141,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"2563","mercyhurst university-16546",0.7601,1069,42056.5,0.63675,0.7173,0.0795,2182,0.3791452235,0.32375,16000,0.644408797758188,0.744000580852,2722,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"2564","mercyhurst university-north east campus-16428",0.7536,1064,23276,0.51127113245952,0.8799,0.3643,2047,0.377625794,0.6433,16000,0.644408797758188,0.735414954807,1032,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"2565","meredith college-27607",0.679395816368601,1047.4372451298,28670.9630987533,0.684566666666667,0.587502629787908,0.235,753,0.293115160666667,0.353911819782575,12916,0.644408797758188,0.330504575067643,2103.25,1,0.14000000059604,0.664999991655345,0.00999999977648,0.290000006556505,59454.25,23.8600006103515,12.3149995803833,91.1599998474121,68471.43,6.42999982833862,2.8199999332428,0.97499999403953
"2566","meredith college-27607-529",0.9104,1030,28670.9630987533,0.6793,0.587502629787908,0.250195175645098,904,0.308628319,0.353911819782575,13250,0.644408797758188,0.330504575067643,1806,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"2567","meredith college-27607-5298",0.738318181818182,1026.81818181818,35890.6,0.632090909090909,0.66602,0.14575,866.636363636364,0.267106857727273,0.30295,16260.6818181818,0.723777902126306,0,1796.27272727273,0.99000000953674,0.114999998360865,0.69000002741813,0.01499999966472,0.290000006556505,57221.25,21.9800004959106,10.954999923706,91.6149978637695,67074.205,6.83500003814697,2.91000008583068,0.9699999988079
"2568","meredith college-276075298",0.8302,1044,28670.9630987533,0.6663,0.587502629787908,0.2016,834,0.3333309375,0.353911819782575,11000,0.644408797758188,0.330504575067643,2042,1,0.12999999523162,0.68000000715255,0.01999999955296,0.33000001311302,59256.5,21.7399997711181,10.7700004577636,91.9300003051757,66616.43,6.84999990463257,2.94000005722045,0.97000002861022
"2569","merrimack college-1845",0.723284615384615,1101.71428571429,43079.4,0.653111764705882,0.63352,0.109933333333333,979.588235294118,0.269142783882353,0.176533333333333,12311.0588235294,0.83315198421478,0.905184242735,2380.76470588235,0.525999999046322,0.011999999731776,0.949999988079064,0,0.269999992847438,100254.4,20.3080001831054,12.5719999313354,89.0839981079101,81705.274,4.74400005340576,2.45400004386901,0.982000017166132
"2570","mesa state college-81501-312",0.8137,956,28670.9630987533,0.2834,0.587502629787908,0.250195175645098,2467,0.42561816,0.353911819782575,9245,0.644408797758188,0.330504575067643,5522,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"2571","mesa state college-81501-3122",0.8318625,954.75,17697.5,0.3137125,0.49625,0.28575,2894.625,0.431082938625,0.2889,9363.25,0.615520402789112,0.330504575067643,5803.25,0.58499997854232,0.160000003874295,0.624999999999995,0.03999999910593,0.43000000715255,39370,15.9500002861022,7.62000012397766,94.5499992370605,55809.14,7.17000007629394,3.38999998569488,0.879999995231625
"2572","mesa state college-815013122",0.834,950,28670.9630987533,0.2517,0.587502629787908,0.2966,2164,0.451011596,0.353911819782575,7367,0.644408797758188,0.330504575067643,4861,0.57999998331069,0.18999999761581,0.57999998331069,0.02999999932944,0.44999998807907,36447.5,15.5,7.32999992370605,94.7099990844726,54500.48,7.46000003814697,3.46000003814697,0.86000001430511
"2573","mesa state college-81502",0.679395816368601,1047.4372451298,28670.9630987533,0.1903,0.587502629787908,0.3193,1935,0.4130961715,0.353911819782575,7369,0.644408797758188,0.330504575067643,4703.33333333333,0.55000001192092,0.15999999642372,0.61000001430511,0.05000000074505,0.40000000596046,34427.5,16.1700000762939,7.63000011444091,95.25,53914.24,7.30000019073486,3.64000010490417,0.89999997615814
"2574","mesa state college-815022647",0.679395816368601,1047.4372451298,28670.9630987533,0.217,0.587502629787908,0.2898,2065,0.434382567,0.353911819782575,7500,0.644408797758188,0.330504575067643,4576,0.55000001192092,0.17000000178813,0.58999997377395,0.05000000074505,0.43000000715255,35678,15.6000003814697,7.40000009536743,94.5199966430664,54460.9,7.59999990463257,3.51999998092651,0.86000001430511
"2575","messenger college-64803",0.679395816368601,1047.4372451298,28670.9630987533,0.177266666666667,0.587502629787908,0.1704,53.3333333333333,0.651530612333333,0.353911819782575,8256.5,0.644408797758188,0.330504575067643,81.5,0.499999985098835,0.20000000298023,0.66500002145767,0.040000000037245,0.630000025033945,23173.5,11.0050001144409,5.32999992370605,94.8400001525879,48094.7,10.8049998283386,3.57500004768371,0.910000026226035
"2576","messenger college-648034050",0.679395816368601,1047.4372451298,28670.9630987533,0.1304,0.587502629787908,0.21,36,0.284722222,0.353911819782575,9860.25,0.644408797758188,0.330504575067643,99,0.37999999523162,0.18999999761581,0.57999998331069,0.02999999932944,0.61000001430511,26206,10.369999885559,5.17000007629394,95.6600036621093,48337.61,10.6700000762939,3.80999994277954,0.85000002384185
"2577","messenger college-64804",1,950,28670.9630987533,0.1,0.587502629787908,0.250195175645098,0,0,0.353911819782575,8638,0.644408797758188,0.330504575067643,99,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"2578","messenger college-64804-490",0.95,1047.4372451298,28670.9630987533,0.2609,0.587502629787908,0.250195175645098,0,0,0.353911819782575,9237.5,0.644408797758188,0.330504575067643,99,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"2579","messenger college-64804-4909",0.8525625,1047.4372451298,18120.6666666667,0.2513,0.655533333333333,0.33592,6,0.067708333375,0.693675,11192.1875,0.134980392456052,0,83.5,0.454999998211855,0.17000000178813,0.70000001788139,0.034999999217685,0.504999995231625,32062.75,10.9549999237061,5.5550000667572,96.1849975585937,48531.59,9.72000026702881,3.69500005245208,0.83499997854232
"2580","messenger college-76039-1207",0.9,1018,18854,0.7647,0.9688,0.250195175645098,0,0,0.8594,15250,0.644408797758188,0,59,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"2581","messenger college-76040-4202",0.7619,1047.4372451298,17578,0.1579,0.7,0.2553,0,0,0.78,0,0.644408797758188,0,47,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"2582","messiah college-17027",0.742645454545455,1169,37436.6666666667,0.738586666666667,0.6738,0.02695,1223.06666666667,0.225065169933333,0.1783,16418.6666666667,0.710101854801172,0,2763.6,0.618000006675716,0.013999999687072,0.96600002050399,0.001999999955296,0.235999998450276,83717,16.7920001983642,9.93800029754637,93.7199996948242,71900.272,4.98000001907348,2.65999999046325,0.978000020980828
"2583","messiah college-17055",0.6503,1143.5,40663.5,0.76065,0.67325,0.0206,1091,0.205688404,0.20395,22750,0.644408797758188,0,2746.5,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"2584","methodist college of nursing-61603",0.83475,990,22529,0.51127113245952,0.929766666666667,0.54535,328,0.4670134395,0.48945,18031.25,0,0,329,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"2585","methodist college-28311",0.679395816368601,1047.4372451298,28670.9630987533,0.2963,0.587502629787908,0.30115,1009.66666666667,0.41153816,0.353911819782575,8519.16666666667,0.644408797758188,0.330504575067643,1820.25,0.42499999701976,0.26999999582767,0.574999988079065,0.129999998956915,0.409999996423715,43018.75,13.5650000572204,6.55999994277954,90.8500022888184,54319.575,9.51999998092652,3.78999996185303,0.919999986886975
"2586","methodist college-28311-142",0.7571,963,28670.9630987533,0.3066,0.587502629787908,0.250195175645098,1067,0.365510778,0.353911819782575,8256.5,0.644408797758188,0.330504575067643,2111,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"2587","methodist college-28311-1420",0.790466666666667,964.333333333333,28670.9630987533,0.3288,0.587502629787908,0.2614,1057.66666666667,0.378780133333333,0.353911819782575,7800.16666666667,0.67726576328277,0.330504575067643,1933.33333333333,0.459999993443485,0.22500000149011,0.63999998569488,0.11499999836087,0.374999999999995,46509,14.4600000381469,7.28500008583068,91.3649978637695,57194.735,8.82499980926513,3.75999999046326,0.93999999761581
"2588","methodist college-283111420",0.817,975,28670.9630987533,0.2718,0.587502629787908,0.278,1064,0.395156695,0.353911819782575,6625,0.644408797758188,0.330504575067643,1808,0.43999999761581,0.31999999284744,0.51999998092651,0.11999999731779,0.38999998569488,41893,14.1899995803833,7.09000015258789,90.8399963378906,56074.97,8.97000026702881,3.6800000667572,0.89999997615814
"2589","methodist college-61603",0.84845,1010,27222,0.51127113245952,0.84585,0.4173,364.5,0.4362213795,0.4796,22250,0.644408797758188,0,517.5,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"2590","methodist hospital school of nursing-19148",0.338766666666667,1047.4372451298,28670.9630987533,0.51127113245952,0.587502629787908,0.5582,69,0.617350063375,0.353911819782575,6067.1875,0,0.330504575067643,74.75,0.909999996423717,0.259999997913832,0.207499997690317,0.0124999997206,0.614999994635577,30019.875,10.4175000190735,6.53750002384185,88.0625,48757.125,16.0175001621246,5.48500001430511,0.92249999940395
"2591","methodist hospital school of nursing-38104",0.5193,1085,28670.9630987533,0.51127113245952,0.587502629787908,0.63025,88.875,0.488552787875,0.353911819782575,4605.875,0.73913043737411,0.330504575067643,151,0.922499999403947,0.39499999582767,0.222500002011653,0.0249999994412025,0.557499989867205,29509.875,15.102499961853,7.94250011444091,95.6999988555908,60771.92,10.3650000095367,3.68999999761581,0.557499997317787
"2592","methodist hospital school of nursing-79410",0.679395816368601,1047.4372451298,28670.9630987533,0.51127113245952,0.587502629787908,0.250195175645098,64,0.5156402735,0.353911819782575,7000,0.644408797758188,0.330504575067643,168.666666666667,0.87000000476837,0.43999999761581,0.23000000417232,0.03999999910593,0.51999998092651,35785.5,17.9799995422363,9.72999954223632,96.2600021362304,52299.53,11.0299997329711,2.91000008583068,0.97000002861022
"2593","methodist university-28311-1420",0.6764375,970.75,41486.6,0.38905,0.61666,0.267375,1165.625,0.357343406875,0.356683333333333,10475.5625,0.66056698560714,0.521393120037,2053.875,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"2594","metropolitan state college of denver-80217-336",0.7857,956,28670.9630987533,0.2294,0.587502629787908,0.250195175645098,7419,0.405984634,0.353911819782575,10500,0.644408797758188,0.330504575067643,19375,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"2595","metropolitan state college of denver-80217-3362",0.787855555555556,948.444444444444,12681,0.212777777777778,0.472366666666667,0.4281,8763.88888888889,0.395190739222222,0.2871,11674.3888888889,0.668740069866176,0.751118164767,20571.6666666667,0.574999988079065,0.14500000327825,0.4450000077486,0.04499999992549,0.40000000596046,33051.75,22.9099998474121,11.329999923706,88.5850028991699,71187.535,6.13000011444091,2.94000005722045,0.87999999523162
"2596","metropolitan state college of denver-802173362",0.8453,890,28670.9630987533,0.19796,0.587502629787908,0.4491,5116.8,0.396425773,0.353911819782575,10417,0.644408797758188,0.330504575067643,16226.4,0.58666664361953,0.15666667123635,0.409999986489607,0.0533333333829967,0.396666665871937,29947.3333333333,22.7066663106282,11.5499998728434,87.8200022379557,68172.0833333333,6.53999996185302,3.04333329200744,0.873333334922787
"2597","metropolitan state university of denver-80217-3362",0.67085,972,13951.5,0.25465,0.5166,0.4505,9161,0.4052818245,0.38765,13225.25,0.644408797758188,0.722239121077,22034.5,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"2598","miami university-hamilton-45011",0.744138461538462,1206.15384615385,15748.4,0.276516666666667,0.5744,0.2956,6069.23529411765,0.331070770117647,0.403016666666667,12796.2058823529,0.732723653316492,0.494668121159,2749.11764705882,0.577999985218042,0.067999999970194,0.823999989032742,0.015999999642368,0.327999997138972,79123.5,17.4660003662109,10.2059999465942,95.7880004882812,70222.646,5.17200002670288,2.58799996376037,0.943999993801112
"2599","miami university-middletown-45042",0.744138461538462,1206.15384615385,16186.8,0.257975,0.60074,0.334044444444444,6069.23529411765,0.331070770117647,0.438716666666667,12796.2058823529,0.732723653316492,0.494668121159,1987.41176470588,0.577999985218042,0.067999999970194,0.823999989032742,0.015999999642368,0.327999997138972,79123.5,17.4660003662109,10.2059999465942,95.7880004882812,70222.646,5.17200002670288,2.58799996376037,0.943999993801112
"2600","miami university-oxford-45056",0.744138461538462,1206.15384615385,29331.4,0.805247058823529,0.41462,0.0254888888888889,6069.23529411765,0.331070770117647,0.13825,12796.2058823529,0.732723653316492,0.494668121159,14836.5882352941,0.577999985218042,0.067999999970194,0.823999989032742,0.015999999642368,0.327999997138972,79123.5,17.4660003662109,10.2059999465942,95.7880004882812,70222.646,5.17200002670288,2.58799996376037,0.943999993801112
"2601","michigan state university-48824",0.679395816368601,1047.4372451298,28670.9630987533,0.656525,0.587502629787908,0.0634,10373.75,0.281978091,0.353911819782575,14699.375,0.644408797758188,0.330504575067643,33151,0.56999999284744,0.02999999932944,0.87999999523162,0.00999999977648,0.27500000596046,75250.25,17.4299993515015,11.659999847412,93.245002746582,70180.245,6.18499994277954,3.20999991893768,0.97500002384185
"2602","michigan state university-48824-104",0.7943,1128,28670.9630987533,0.7119,0.587502629787908,0.250195175645098,11038,0.270248233,0.353911819782575,15140,0.644408797758188,0.330504575067643,35107,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"2603","michigan state university-48824-1042",0.715233333333333,1127.66666666667,28670.9630987533,0.7076,0.587502629787908,0.047,10872,0.271025089333333,0.353911819782575,15288,0.76672381162643,0.330504575067643,32616.3333333333,0.56999999284744,0.0249999994412,0.879999995231625,0.00999999977648,0.26500000059604,77244.75,17.0149993896484,10.75,93.2650032043457,71468.63,6.17499995231629,3.21000003814697,0.95999997854232
"2604","michigan state university-48824-1046",0.714675,1150.375,21742.8,0.7636875,0.49942,0.040225,11105.125,0.23719820375,0.226133333333333,19287.25,0.759669423103327,0.536525332931667,36194.5,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"2605","michigan state university-488241042",0.6509,1125,28670.9630987533,0.685,0.587502629787908,0.0549,10609,0.286643416,0.353911819782575,14758,0.644408797758188,0.330504575067643,27657,0.56000000238418,0.02999999932944,0.87999999523162,0.00999999977648,0.28999999165534,77998,16.7000007629394,10.579999923706,93.4300003051757,70194.34,6.21999979019165,3.25,0.95999997854232
"2606","michigan technological university-49931-129",0.9289,1170,28670.9630987533,0.6206,0.587502629787908,0.250195175645098,1973,0.299037,0.353911819782575,13707,0.644408797758188,0.330504575067643,5612,0.601575809003489,0.125773145552368,0.691099221652406,0.0257091074811636,0.374071427646859,52672.6849398124,15.8422918663856,9.01501990832633,89.8998941305697,61907.0815082315,8.94482361026243,3.50340750825301,0.894614669644073
"2607","michigan technological university-49931-1295",0.811918181818182,1179.09090909091,23807.2,0.634154545454545,0.58516,0.0681166666666667,2052.72727272727,0.264119672181818,0.238483333333333,15690.7727272727,0.805692088603968,0.301837270341333,5658.81818181818,0.2199999988079,0.0249999994412,0.925000011920925,0.00999999977648,0.290000006556505,76685.75,14.4149999618529,7.61500000953674,96.1800003051758,61388.41,6.09500002861023,3.48500001430511,0.96500000357627
"2608","michigan technological university-499311295",0.9182,1165,28670.9630987533,0.63026,0.587502629787908,0.1083,1801.4,0.3388832508,0.353911819782575,11011,0.644408797758188,0.330504575067643,5553.2,0.266666660706197,0.03333333258827,0.903333326180773,0.0166666662941333,0.340000003576273,73356.6666666667,14.3599999745687,8.1200000445048,96.076665242513,58906.9233333333,6.72666676839193,3.58333333333333,0.956666648387903
