UNITID,Similar School 1,Similar School 2,Similar School 3,Similar School 4,Similar School 5,Similar School 6,Similar School 7,Similar School 8,Similar School 9,Similar School 10,Similar School 11,Similar School 12,Similar School 13,Similar School 14,Similar School 15
444778,110918,219505,247825,440794,439613,457226,388520,439701,246345,475608,215628,447953,172033,146728,227289
444990,153375,219000,198969,146339,198695,177339,209409,123651,101435,180595,235769,164720,211468,210331,149028
445027,442152,421018,479770,444158,444723,458964,419509,450456,154022,474979,442161,438586,105516,405988,406006
445072,459268,450544,445276,447069,443687,480082,448628,458973,468024,459259,458496,468006,443890,101116,443766
445124,138813,451796,432533,428286,110185,188146,440925,146010,446792,456010,442161,134680,148177,450094,458964
445133,440439,446738,440457,443474,18922801,458973,446747,459994,450483,440448,189228,443766,446765,442170,384412
445188,228431,200004,10236802,10236808,224545,172051,145336,102368,122597,110565,214607,110583,123572,110529,110538
445249,438869,243823,20627905,20627903,20627901,20627902,20627906,143978,21036801,21036802,23384201,15483701,240213,437316,455664
445267,239743,206835,219790,207403,202514,168528,142522,146825,221731,152530,176947,139630,152363,107141,201371
445276,448628,480082,459259,367024,445072,475635,447069,440147,406194,453163,468024,458919,459268,432232,450298
445300,434982,449898,381787,146393,443687,122843,178226,121381,437848,450483,406006,440448,446747,443881,419509
445319,440466,439297,251312,430184,434964,445717,380465,446808,453215,23368410,44378403,44378401,44376603,44376602,44376601
445391,438416,440147,127024,211477,406194,398130,453163,440484,133465,442639,450298,432241,449038,434982,43018402
445692,480301,451510,458229,460871,449481,447801,451820,127945,112394,363934,143358,148575,443410,164562,153144
445708,439288,215105,174127,215770,169716,219833,173045,198613,215099,224226,437316,414823,236577,169442,207582
445717,434991,366748,428268,439057,442569,419509,372213,445319,420042,446738,372222,443890,440466,458973,446747
445735,459824,167093,166869,220996,122296,459745,209296,110307,240213,437316,21036801,21036802,23384201,15483701,143978
446002,367954,451130,434441,454227,461883,466921,429085,446039,429094,164915,442222,130581,141936,374024,235547
446039,429085,429094,11458501,439914,130581,444699,447698,430704,441308,439020,454856,454245,457129,466930,460738
446048,230940,221519,124292,197230,232256,230898,217998,153162,210401,170532,146427,150756,202523,150400,236328
446233,204990,200873,181376,220473,237136,246789,189981,223117,192165,122728,198677,142090,170091,157030,208725
446394,129534,117575,139287,135364,179256,102261,451370,211130,260947,217606,219505,126979,476717,241614,137962
446604,195438,245777,205124,163532,441609,247773,434937,186186,194736,197674,186900,197735,194693,216047,194189
446640,123457,232043,214157,222983,230825,213668,141325,206525,140988,107080,143084,162654,233301,170532,238333
446668,442231,211477,466921,367954,167321,446002,456010,454227,451130,130110,210906,183789,434441,475635,405988
446738,440439,440457,443474,445133,446747,459994,458973,450483,440448,443766,442170,18922801,443544,446765,189228
446747,440448,450483,440457,443474,442170,459994,458973,443544,443766,440439,446738,18922801,445133,446765,189228
446765,450483,440448,458973,443474,446747,440457,18922801,445133,443766,442170,443544,459994,440439,446738,189228
446792,468015,146010,458496,148177,224776,441973,458982,108232,117928,450094,145460,126702,410502,210942,134811
446808,447458,134680,456010,440925,434964,167321,130110,119775,445319,440466,430184,406194,145460,442231,428286
446932,217688,197045,174899,226231,113698,203775,162760,161165,220613,210775,133553,220516,205957,170806,448309
447050,434441,461883,451130,367954,446002,454227,447272,450979,454829,112084,214801,466921,125763,475635,196219
447069,101116,153418,445276,445072,448628,475121,458955,480082,457174,220552,450377,468024,459268,447652,459259
447272,447050,450526,436438,462390,137148,121983,442222,448567,453215,434946,443784,43018404,43018402,43018403,44378401
447458,446808,456010,134680,167321,119775,440925,428286,111081,446002,130110,451130,367954,145460,433004,169424
447652,474951,474960,450474,443924,450377,421009,474702,233684,458885,443784,474979,443544,450492,448567,450483
447661,402615,105516,443924,450492,450474,443881,474960,439297,474702,474951,106102,220552,445717,260901,421009
447689,139311,214731,214670,141981,214634,214652,218645,214704,243106,243151,196042,243179,243133,149231,218742
447698,441308,444699,439914,11458501,439020,429094,446039,130581,460738,429085,430704,466930,457129,454245,454856
447801,460871,449481,458229,437097,447698,114585,444699,436261,439020,441308,455178,439914,366605,434441,130581
447953,146728,439613,157207,247825,150288,388520,147031,243498,213640,143659,215628,176600,147369,246345,227289
448239,436261,455178,366605,443410,454856,443331,114114,475732,477039,458229,152798,458210,188526,439394,146533
448284,215442,141644,119605,196592,208488,173328,155089,234915,190716,127918,148487,192925,212984,211583,156286
448309,446932,203775,217688,174899,170806,226231,113698,197045,161165,220516,162760,220613,210775,245892,205957
448567,453215,45897304,44903802,44903801,44378406,44378405,44378403,44378401,44376603,44376601,43018404,43018403,43018402,43018401,23368411
448576,451848,451820,452027,440341,127945,441973,117928,450094,468015,458982,456010,432533,148177,224776,117113
448628,445276,480082,459259,367024,447069,475635,445072,453163,440484,449038,438416,445391,459268,468024,440147
448734,456348,436094,450535,439057,428268,450544,104717,450526,366748,372213,146393,181400,145770,450094,445717
448804,199209,180258,156356,237312,217633,147244,166391,190983,385619,153126,157076,238078,217013,106713,154004
448822,450456,474979,442161,458964,382063,434973,404338,450474,439279,450483,474960,448567,474951,443924,440448
448840,377564,159416,217819,226833,229018,180179,168430,151342,168263,451671,147660,220978,179566,115755,126818
448886,199148,156125,126562,228769,185828,209807,206084,420574,240453,216339,407009,202134,159939,151111,186399
449010,197832,117928,367194,458496,468015,108232,210942,458982,441973,224776,145460,450094,126702,148177,117113
449038,45897304,43018402,44903802,44903801,44378406,44378405,44378403,44378401,44376603,44376602,44376601,43018404,43018403,43018401,44903804
449339,450933,444158,444723,229814,445027,198136,154022,454689,432232,442569,260901,154688,450979,405988,479956
449481,437097,447801,460871,458229,420246,384306,429085,451510,455433,439446,446002,480301,446039,475273,439394
449658,101453,178679,155496,185758,183804,443340,219842,154536,123280,151865,164474,451404,172705,213631,137777
449764,169442,235024,108870,366368,215105,209603,122506,202046,214971,239309,122454,166984,202170,143048,220808
449870,461795,135610,190248,428259,204468,459727,149505,120537,221661,118693,139393,170967,166850,167251,171881
449898,434982,443687,445300,381787,178226,146393,437848,122843,121381,260813,459268,126827,133465,458973,468015
449931,229780,188641,220631,195164,183026,157863,137032,433165,151801,143303,173045,217235,179894,140447,143297
450085,136066,451820,451848,452027,448576,450447,440341,233684,445692,460871,447801,139579,127945,366535,450377
450094,441973,117928,468015,117113,458982,458496,410502,222938,224776,108232,126702,148177,210942,134811,197832
450298,45897304,43018402,44903802,44903801,44378406,44378405,44378403,44378401,44376603,44376602,44376601,43018404,43018403,43018401,44903804
450304,144014,215424,150215,146977,196884,223001,160029,14902801,19457801,131973,173896,10704401,157298,127273,15178601
450377,474960,474951,421009,450474,443924,233684,447652,458885,474702,458919,458955,450298,458973,443766,458964
450447,181242,181400,450465,164438,446792,148177,434982,450094,222938,450085,410502,458982,445072,381787,136066
450456,474979,448822,442161,458964,434973,382063,404338,474960,474951,448567,421009,442152,443474,450483,450474
450465,450447,446792,450094,458982,442231,148177,441973,222938,134811,410502,18922801,458973,445133,468015,117928
450474,474960,443924,474951,421009,450377,447652,474702,233684,458885,443881,450456,448567,440448,439279,474979
450483,443474,446747,440448,440457,443766,443544,458973,442170,459994,446765,440439,446738,18922801,445133,189228
450492,443881,363934,474960,443924,105516,474951,434982,450474,447661,438416,447652,421009,450377,112394,402615
450526,447272,419457,448734,105516,443924,456348,260901,443881,450474,447652,447661,450377,451848,100690,447050
450535,436094,11458501,441308,447698,475741,444699,439914,454236,446039,429094,430704,466930,439020,454245,457129
450544,459268,445072,428268,436094,439057,450535,366748,448734,145770,104717,372213,146393,372222,434982,445717
450766,138275,164173,182795,245847,120698,238458,188207,122728,236452,123554,217059,213987,231068,150534,165671
450933,154688,449339,134237,198136,208822,443331,439020,434441,460738,454856,114585,130581,114114,436261,228653
450942,455169,138929,434715,454689,11508306,11508305,11508303,20627902,20627905,20627901,20627903,20627906,167215,126049,446039
450979,454829,444130,434441,447050,461883,451130,454227,367954,446002,125231,115746,164438,454689,188429,475635
451060,443410,182661,191205,230852,439394,112394,147244,154518,198835,150145,129774,137564,152992,134079,142328
451130,367954,446002,434441,454227,461883,466921,442222,164915,429094,141936,446039,401250,454856,439914,11458501
451370,384421,451398,476692,476717,199759,476601,177816,194693,461847,194189,211130,117104,165945,194736,211024
451398,384421,451370,476692,194693,194736,199759,476601,186186,245777,194189,186900,461847,163532,476717,205124
451404,405854,455257,375230,193052,197610,189264,475608,189857,213640,197018,444413,405058,193247,189273,194657
451510,434715,449481,480301,455169,138929,172477,450942,437097,458229,127945,112394,447801,445692,460871,363934
451671,168263,377555,186201,366711,101709,186876,377564,225414,214616,140164,184782,132903,170082,196158,232186
451796,138813,110185,445124,428286,432533,188146,451820,458982,458496,126702,113582,222938,456010,455178,436261
451820,451848,448576,440341,452027,127945,458982,222938,451796,148177,134811,208239,113582,447801,445692,167321
451848,448576,451820,452027,440341,127945,450094,441973,117928,458982,468015,456010,117113,451796,222938,450085
452027,448576,440341,451848,451820,127945,450085,468015,458496,451796,197832,456010,458955,224776,441973,450377
452090,456296,137148,442222,121983,126030,405988,367024,432241,162681,440466,432232,43018404,43018401,43018402,43018403
453163,449038,450298,458919,45897304,43018401,44903801,44378406,44378405,44378403,44378401,44376603,44376602,43018404,43018403,43018402
453215,45897304,43018402,44903802,44903801,44378406,44378405,44378403,44378401,44376603,44376602,44376601,43018404,43018403,43018401,44903804
454184,209056,157818,173902,120254,209922,126678,240338,181446,198613,221351,192864,234173,160959,189097,230816
454227,367954,446002,434441,466921,451130,461883,454245,460871,466930,457129,441308,454236,480134,447698,401250
454236,454245,457129,11458501,466930,475741,429094,441308,447698,439914,430704,446039,444699,454856,429085,130581
454245,454236,457129,11458501,466930,429094,475741,430704,439914,441308,447698,446039,444699,454856,429085,130581
454582,141167,224527,440411,146825,152363,201964,181330,145372,152567,154749,155627,220701,218414,207403,140234
454689,138929,450942,455169,434715,164438,460738,442569,439020,130581,429085,446039,444699,20627901,20627902,20627903
454829,450979,434964,432241,434441,447050,451130,454227,461883,367954,446002,454689,451671,106102,164438,476975
454838,142832,374024,455433,193894,384306,420246,455664,179450,437316,143978,143303,218751,110778,23384201,21036802
454856,446039,429094,477039,439914,11458501,444699,447698,130581,429085,454245,458210,441308,439020,443331,454236
455099,239424,177126,195155,206288,366793,211130,177278,177092,216816,124283,206215,179317,122603,139348,175139
455169,138929,450942,434715,454689,11508305,11508303,11508306,20627906,20627903,20627901,20627902,20627905,126049,167215,228194
455178,366605,436261,114114,475732,439394,448239,420866,447801,444699,447698,439020,114585,441308,439914,167181
455257,475608,451404,146728,149329,172033,197647,194657,192624,126076,213640,189273,193052,431983,197601,457226
455433,384306,420246,439446,117520,147129,177427,475273,148593,441104,149028,126012,148575,364122,133872,177038
455664,193894,142832,143978,23384201,21036802,21036801,15483701,459745,240213,179450,220996,437316,243823,209296,110307
455770,153144,175980,158477,236328,130590,169080,166124,210401,100937,133492,233374,214175,168546,100690,146481
455804,409254,189015,38561901,38561902,148982,142832,131973,173045,146977,223001,196884,151263,215424,150215,157298
455992,188207,153001,243081,180106,190044,153834,188641,219198,195164,440031,147341,237969,143303,146427,433165
456010,167321,440925,134680,446808,447458,130110,451796,451820,148177,458982,451848,458496,448576,441973,450094
