UNITID,Similar School 1,Similar School 2,Similar School 3,Similar School 4,Similar School 5,Similar School 6,Similar School 7,Similar School 8,Similar School 9,Similar School 10,Similar School 11,Similar School 12,Similar School 13,Similar School 14,Similar School 15
199139,181394,224147,145813,199193,181464,199148,216339,198464,136172,174066,196103,157085,145600,169248,104179
199148,448886,216339,156125,209807,126562,228769,202134,407009,178402,159939,206084,240453,122409,220862,186399
199157,160621,232937,100724,100654,213598,133650,10236801,10236803,139366,227526,140960,198543,138789,100830,219602
199184,456959,134097,106263,229337,218663,170976,139959,240444,228787,199218,221759,140951,218335,166674,178396
199193,174066,181464,137351,157085,228778,204796,215293,139755,104179,236948,145600,201885,157289,139940,110680
199209,448804,156356,180258,157076,166948,166391,129774,217633,147244,237312,190983,152992,217013,385619,137564
199218,217864,179566,148654,221740,130493,142115,171146,110510,138789,134097,240444,139366,232423,196103,197869
199272,198613,234173,192864,181446,116846,209056,221351,157818,240338,454184,173902,120254,126678,209922,148849
199281,207847,107071,234827,213783,240480,240471,175272,196158,159966,176965,168430,216038,210429,226833,213020
199306,15468801,15468802,151263,19554401,169716,215655,154688,143358,195234,192925,217235,186283,207458,181002,129525
199315,115214,176619,176451,219240,21997601,16822701,16822702,16822703,459736,108861,120795,233842,176664,14736902,14736901
199412,219833,144281,197197,134945,150163,114813,176628,229267,168290,192703,195544,207324,245883,148335,118888
199458,181330,154749,218414,152363,152567,150677,157100,168528,143288,224527,138868,145372,221731,207403,146825
199582,199643,133526,220604,107600,11577301,227429,218399,229887,101675,198862,158802,138947,103787,101912,102377
199607,158477,100937,133492,153144,169080,175980,210401,217934,236328,138600,174747,233374,214175,455770,164632
199643,199582,220604,133526,227429,11577301,107600,214883,101073,218399,217721,138947,218919,132602,225575,228884
199698,201371,139630,224527,221731,154101,152530,145372,220701,140234,152363,150941,237118,150677,218414,445267
199759,476692,476601,451370,125718,165945,177816,148885,451398,476717,384421,239424,142090,195155,170091,455099
199847,196413,165334,202480,230038,223232,166124,195030,164924,129428,217156,233374,191241,213543,122931,130590
199865,233295,204909,166018,218070,149781,195474,216524,228343,195304,146481,197133,198385,125763,212911,220710
199962,164085,203580,184612,157809,217518,190761,228325,203757,215798,195243,199032,130253,236230,215114,194958
199971,458113,441511,221856,113704,102261,114840,219505,115214,176451,199315,117575,247825,219240,388520,170091
199999,198543,175856,226833,159416,168430,100654,133650,130934,377564,217819,232265,229018,175342,448840,159009
200004,224545,228431,172051,145336,10236808,10236802,445188,102368,479956,196194,136172,173920,199218,139861,197869
200059,219259,180522,237330,215266,209506,170639,200572,237385,180948,180692,161226,180416,230931,200253,174075
200156,155414,181853,177542,154721,225548,154590,180106,219091,237358,231420,155511,153001,154855,219198,231554
200217,123554,210739,238980,231068,179043,208822,212601,161518,143118,148584,15468802,173665,15468801,215655,188641
200226,161235,180948,219259,170639,237330,161572,178341,215266,181765,204671,214670,142328,180692,127565,180522
200253,175078,171456,107983,221768,115755,232566,178615,207865,188304,187967,200059,180461,168430,240471,219356
200280,155399,150136,149222,238032,172699,230728,180489,142276,231174,176372,100751,105330,100858,133669,219356
200332,230764,221759,126818,104151,178396,218663,100706,240444,234030,209551,100663,139959,134097,170976,134130
200484,155070,208725,174206,152451,200873,224244,455099,142090,239424,132408,177126,220871,176451,220473,210368
200572,161226,180416,200059,219259,230931,170639,209506,180522,180692,237385,237330,215266,180948,214704,221847
200800,102094,160658,232982,182290,227216,229115,182281,228787,206084,180489,179566,221740,203517,171146,172699
200846,187958,206613,187994,188225,188049,188003,420538,201946,172051,201955,201432,203456,204848,181765,203492
200873,181376,204990,446233,237136,192165,220473,189981,246789,223117,476692,455257,384421,451370,451398,122728
201061,209603,449764,366368,108870,392840,235024,164872,143048,166984,202170,202046,169442,202073,239309,164933
201104,238661,219949,216357,174817,198136,197911,114549,157757,149514,215743,156745,109785,216852,174914,145619
201195,185572,211088,184694,193584,186283,193353,191931,19554401,195003,152600,15468801,179894,129941,15468802,148496
201371,221731,152363,199698,237118,140234,145372,218414,224527,152567,239743,154101,150677,168528,139630,154749
201432,142285,204680,172051,224545,204671,200004,145336,200846,228431,159391,161341,204848,204802,214625,223214
201441,204024,213349,161253,217484,142285,207388,150136,176017,183044,172699,199148,229115,147703,149222,155399
201548,206437,204936,165699,214272,237066,212832,144962,236230,217536,217165,102049,204200,183910,165529,215691
201645,162928,12293101,123961,160755,131469,193900,221999,144050,227757,215062,131496,190150,211440,164988,152080
201654,156213,204635,15336601,204185,197911,230047,189848,203845,480189,216357,228468,239071,173647,138293,228981
201690,106412,139719,198507,218919,206491,177551,199582,107600,237215,157058,213598,218399,100654,101912,163453
201858,246345,164614,209287,215628,439701,178518,146728,147031,210368,220871,157207,10704401,172033,15178601,150288
201885,157085,104179,204796,181464,215293,137351,157289,174066,172644,145600,199193,225511,236948,139940,228778
201946,201955,214698,171571,214616,200846,149231,420538,214652,128771,451671,181765,237701,215309,217484,214786
201955,201946,214616,214698,149231,171571,214801,140164,451671,420538,217484,215309,214731,200846,181765,433660
201964,141167,220701,217907,176947,140234,237118,152363,146825,202514,221731,224527,206835,218414,139630,201371
202046,177746,239309,194578,215105,174127,366368,108870,192712,164933,110370,169442,112570,449764,202073,164748
202073,192712,177746,194578,122506,164748,202046,164933,215105,449764,110370,366368,209603,239309,143048,108870
202134,206084,159939,240453,448886,156125,199148,209807,126562,420574,407009,220862,228769,178402,151111,216339
202170,166984,108870,143048,366368,214971,163295,169442,235024,123952,110370,112570,164748,220808,202046,177746
202480,196413,165334,199847,223232,230038,212106,190044,235316,164562,143358,214175,166124,122931,228246,236328
202514,176947,146825,206835,181127,168528,237118,207403,217907,219790,140234,139630,152363,224527,445267,107141
202523,195526,231581,139144,196866,212674,211291,173258,191515,120254,210401,213385,203535,130697,166124,236328
202763,107044,179326,198561,216694,245865,230995,140818,179964,183211,154101,151801,154235,107512,152530,150941
202806,151290,169327,120838,164872,123448,448284,146490,369659,108269,366368,157757,442949,108870,209296,110307
202903,150288,210368,243498,173896,220871,160029,213640,10704401,176600,127273,196884,157298,146977,223001,143659
203067,147031,19457801,14902801,223001,144014,150215,215424,15178601,131973,146977,157207,196884,160029,178518,10704401
203085,221953,180984,192192,153108,220215,173452,154101,199962,181127,154527,179946,207403,209065,143288,164085
203128,173647,168546,156745,154350,153162,161004,204501,216807,168342,189088,145646,216278,198066,239017,216524
203368,136950,130253,194958,193584,152600,129242,19554401,209612,186283,15468802,15468801,215655,192749,192819,195003
203447,204866,219082,237701,204006,181783,107071,240417,207722,219471,203526,440828,156620,155681,234827,204820
203456,420538,201946,200846,237792,214795,201955,203483,229814,100812,218654,215309,210429,212160,213349,207661
203465,203474,204006,151379,214041,149231,203526,204015,169798,217420,167729,165024,157447,206941,433660,440828
203474,203465,204006,204015,201955,167729,169798,203517,206604,152248,149231,217420,204866,440828,165024,433660
203483,237701,187976,204662,218672,213613,204820,233897,213783,420538,156620,203456,200846,214810,213020,139764
203492,214759,204680,151388,200846,214740,200004,204848,214643,201432,172051,142285,161341,237950,108092,145336
203517,206604,217484,166513,178420,163268,232186,217882,126775,204857,165024,155399,150136,238032,229115,167729
203526,204848,204802,237950,204839,203465,159382,214625,214759,204006,203474,152266,201432,200846,102368,10236808
203535,174844,206589,173258,191630,211291,156408,234207,150400,210669,150455,216278,150756,190099,230959,209065
203580,164085,199962,217518,215114,184612,199032,195243,228325,190761,220710,150172,152336,226471,102234,102049
203757,164085,367884,157809,228325,184612,199962,190761,199032,203580,206349,221953,192192,217518,147013,153278
203775,174899,446932,205957,217688,170806,220613,197045,113698,226231,162760,220516,161165,133553,210775,201548
203845,189848,204635,15336601,239071,144971,228981,204185,480189,201654,197911,216357,156213,138293,218238,230047
203997,175139,195580,215619,122603,216816,21510501,139348,206215,186122,179317,206288,177092,124283,366793,177278
204006,203465,203474,215275,214041,436827,149231,206941,214698,440828,217420,168263,214801,165024,436818,217484
204015,204866,436827,214768,147703,204705,161253,203474,203465,440828,163851,204006,436836,163912,211361,436818
204024,201441,100751,231174,204857,231624,217882,196079,176017,229115,183044,150136,216339,207388,159647,182290
204176,437316,179450,166869,240213,21036801,15483701,23384201,21036802,143978,167093,209296,459745,179265,110307,142832
204185,15336601,156213,204635,197911,216357,201654,189848,203845,239071,230047,480189,138293,228468,166850,199069
204194,204264,220215,182458,155900,152099,172264,174899,230995,217536,219718,161165,201548,212832,179946,202763
204200,204936,183910,214272,201548,217536,206437,102049,237066,212832,165699,236230,183974,217165,214069,144962
204264,155900,182458,152099,204194,220215,216278,181020,225247,172264,150756,199698,163462,164562,206437,201371
204468,198899,149505,166850,213303,211981,167260,174491,236133,167394,428259,461795,221661,120537,212656,139393
204477,214616,237880,193830,207315,112525,166708,239169,228909,143853,110699,229300,196255,435000,218335,117636
204501,161004,173647,168342,168546,203128,189088,153162,154350,156745,216807,195526,203535,239017,198385,128902
204617,224004,173045,147679,224226,219976,148627,151263,196592,137847,229160,169716,156286,159656,215442,121309
204635,201654,15336601,204185,156213,203845,189848,197911,480189,216357,239071,138293,218238,230047,228981,213996
204662,218672,237701,187976,204699,196194,196158,181765,196149,240480,197869,203483,23693902,196246,183062,169248
204671,161341,237932,152266,214625,214670,237950,142285,206507,215266,214643,172051,159391,218229,214652,219259
204680,214759,203492,142285,201432,204705,200004,224545,204671,204699,159391,214643,145336,172051,228431,214625
204699,204705,204662,196246,196194,196158,175272,219471,196167,183062,169248,23693902,218229,240189,196149,218672
204705,163851,204699,163912,161253,183044,110422,214768,147703,231624,204680,110644,214740,214795,204015,228459
204796,215293,174066,228778,236948,199193,181464,137351,139755,201885,157085,104179,157289,110680,110662,145600
204802,203526,204848,204671,201432,142285,440828,172051,204680,224545,436818,159391,200004,204006,436827,200846
204820,204866,203483,233897,203447,213020,204857,183062,159647,213613,213783,440828,139861,214810,219471,240189
204839,436827,436818,204848,203526,174358,204006,203465,167987,203474,440828,204866,240374,203447,151306,218742
204848,203526,204802,204839,214625,200846,201432,237950,214759,204680,204006,440828,172051,203492,203465,203474
204857,159647,207388,219471,204024,100751,23693902,176017,236939,150136,139861,229115,197869,231174,203517,172699
204866,204820,204015,203447,219471,240189,240462,440828,204857,213020,203474,183062,213783,159647,237367,230834
204909,216524,233295,146481,228343,195474,218070,166018,125763,149781,195304,220710,199865,198385,197133,213385
204936,237066,201548,206437,236230,204200,102049,217536,214272,183910,217165,165699,144962,212832,183974,214069
204990,446233,200873,181376,246789,237136,223117,189981,122728,220473,439701,457226,115214,164614,192165,475608
205027,194675,146977,10704401,144014,223001,196884,131973,450304,173896,215424,150215,160029,157298,127273,191320
205124,247773,245777,163532,186900,194736,197674,446604,194693,186186,420325,195438,197735,194189,441609,434937
205443,167288,183257,212160,210429,213349,235097,230834,127556,216010,201441,229814,207722,156745,240374,159382
205957,203775,220613,174899,217688,170806,446932,226231,133553,113698,162760,210775,220516,197045,204936,163462
206048,230995,198561,151801,245865,216694,179964,140818,107044,202763,179326,206835,148487,128498,164447,220631
206084,156125,202134,448886,240453,220862,199148,126562,151111,228769,209807,159939,420574,407009,216339,178402
206154,439613,366003,135364,260947,219505,447953,213400,247825,194569,115214,388520,217606,444778,223117,443049
206215,179317,124283,177278,177092,122603,139348,366793,195155,175139,186122,216816,195580,239424,206288,21510501
206279,157757,13247101,110316,147536,194310,227331,195809,369659,221892,108269,231651,209296,120883,110307,144740
206288,177126,366793,455099,216816,239424,195155,211130,177092,206215,177278,124283,179317,122603,139348,126979
206330,101693,161563,218441,207689,141185,104586,140872,231086,206507,188182,174862,198598,143288,226587,152567
206349,164085,184612,150172,199962,203580,164632,190761,232672,239390,215114,217518,157809,228325,203757,367884
206437,201548,204936,165699,144962,212832,214272,237066,217165,236230,102049,183910,215691,217536,204200,165529
206491,218919,107600,102377,199582,206507,218238,104586,218399,201690,217873,101073,101693,132602,101912,101675
206507,104586,141185,101693,140872,161563,218441,154004,140234,231086,221731,166850,201371,198215,237969,177542
206516,143233,132408,146667,216463,414966,227289,191320,439817,176600,176336,127273,243498,157298,150288,114840
206525,233301,107080,239017,170301,143084,162654,170532,145646,222983,218973,212577,212674,213668,212009,196866
206589,150455,210669,174844,203535,211291,150400,216278,156408,191630,173258,209065,179946,234207,239628,150756
206604,203517,166513,217484,178420,232186,163268,126775,217882,167729,182290,150136,165024,159647,214607,149222
206613,200846,187958,187994,214643,188003,142285,200004,181765,172051,188049,420538,201946,237701,204680,223214
206622,207458,163046,209825,215770,213367,219709,165662,181002,117946,236595,227845,156286,236577,168005,121309
206695,101480,237525,159993,106458,159717,157951,179557,106704,141264,101879,160612,240365,212115,165866,174783
206817,141167,202514,146825,201964,176947,221953,217907,224527,206048,220701,237118,140234,203085,219718,206835
206835,202514,219790,445267,207403,176947,107141,146825,168528,217907,152567,152363,181127,173452,224527,154749
206862,215655,148584,15468802,194958,15468801,147013,130253,238616,19554401,146612,152600,176053,190725,195003,179894
206914,187046,218724,177940,230782,142276,159966,219046,180489,106704,127556,208646,225502,220075,108092,142328
206941,217420,149231,167729,433660,151379,157447,165024,169798,152248,140164,10236809,123572,128771,214041,187444
207041,207263,106467,160038,157386,24366501,155061,221847,178624,155025,157401,149772,228529,211644,18017901,181215
207157,224244,117104,211130,206288,455099,177126,216816,203997,239424,21510501,366793,211024,215813,139348,179317
207209,131399,234155,230913,177940,162283,163338,227526,100654,199999,211608,175856,159009,175342,106412,229063
207263,207041,228529,160038,157386,106467,157401,178624,155025,211644,169910,181215,149772,24366501,155061,221847
207306,187648,208646,173124,176035,196185,102632,219259,219046,106467,231077,157386,240277,178624,160038,181215
207315,110699,228909,196255,229300,228644,163259,159373,209490,181428,228635,237880,215123,207342,204477,223223
207324,197197,150163,134945,219833,168290,199412,176628,195544,192703,114813,117627,144281,229267,105367,211431
207342,159373,181428,196255,209490,229300,228644,163259,110699,228909,207315,228635,223214,214616,106263,148511
207351,107877,181534,218742,127565,161299,174075,230913,171599,180692,232089,200059,230737,215284,142328,151333
207388,159647,204857,219471,23693902,236939,240480,197869,176017,161253,229115,155399,231174,200280,240727,155681
207403,219790,224527,145372,173452,143288,154101,142522,181127,154749,151777,152530,152567,176947,152363,150941
207458,236595,181002,206622,209825,121309,117946,168005,137847,236577,156286,173045,215770,165662,227845,219709
207500,243780,110705,153658,159391,126614,240444,228723,221759,139959,232681,23693903,23693901,129020,130943,126818
207582,165671,152336,131450,193399,239318,160065,239390,236595,181002,144740,173045,19457801,102669,14902801,15178601
207661,214795,196121,108092,235097,216010,210429,201441,100812,213349,237792,161217,203456,214740,229814,212160
207689,140872,101693,206330,161563,104586,174862,231086,141185,218441,188182,206507,180258,146339,16947905,16947904
207722,233897,230834,234085,240480,240189,181783,155681,219046,213020,159647,207388,196194,176965,216038,240471
207847,199281,107071,234827,240471,213783,240480,175272,196158,159966,130776,230782,159416,156620,176965,115755
207856,167260,213303,236133,204468,461795,198899,459727,149505,171881,213358,167394,428259,118693,166850,170967
207865,221768,171456,232566,107983,175078,200253,178615,115755,188304,219259,187967,159966,160038,170639,219356
207971,228875,131159,144740,239105,122436,122612,193654,195809,120883,174914,13247101,194310,231651,110468,157757
208239,234492,108232,148177,222938,458982,113582,134811,197151,142887,173887,458496,126702,450094,145460,367194
208488,173665,148487,110361,215442,141644,168005,192925,11917301,179043,211583,173328,189705,147679,148627,156286
208646,207306,187648,173124,102632,176035,196185,155025,219046,155061,209506,181215,228529,240277,180692,211644
208725,174206,176451,115214,176619,169099,108861,14736902,14736901,219240,21997601,233842,120795,16822702,16822701,16822703
208822,198136,154688,212601,188641,215743,179043,209825,191968,235316,204635,19554401,219709,143118,193584,173665
209056,173902,120254,209922,126678,221351,157818,454184,198613,189097,116846,181446,240338,174844,195304,192864
209065,179946,206589,154527,213251,216278,210669,153108,150455,211291,150400,181020,164216,191630,174844,156408
209108,177418,146612,15468802,206862,15468801,211352,176053,193016,19554401,190725,201195,129941,184694,192563,192448
209241,239637,137777,156222,167464,137272,216047,434937,152451,441609,197601,194666,193070,195438,148885,177816
209287,246345,215628,178518,201858,147031,146728,10704401,157207,210368,150288,14902801,15178601,164614,220871,262022
209296,110307,240213,459745,23384201,15483701,21036801,21036802,369659,220996,143978,108269,123095,480198,142832,455664
209409,219383,123651,177339,180595,198969,146339,153375,219000,155636,198695,101435,235769,444990,211468,226587
209490,163259,159373,181428,229300,110699,228644,228909,196255,207342,228635,207315,218335,106263,228653,223214
209506,170639,230931,219259,200059,180522,161226,180948,180692,180416,237385,200572,237330,215266,155061,181215
209533,169424,111081,166911,235024,449764,238573,392840,201061,190725,147013,194958,233356,235547,221254,165495
209542,23693903,23693901,155317,153603,153658,106397,126614,171100,228723,214777,233921,196060,186380,110714,151351
209551,126818,178396,234030,218663,240444,221759,134097,104151,139959,230764,134130,100663,170976,100706,200332
209603,449764,366368,201061,108870,122454,202046,235024,202073,164872,177746,202170,164933,169442,143048,239309
209612,192749,186283,194958,19554401,136950,15468802,15468801,193584,203368,130253,146612,152600,148496,184603,215655
209807,126562,199148,159939,448886,228769,216339,407009,151111,202134,156125,240453,178402,185828,206084,420574
209825,181002,236595,117946,207458,206622,165662,168005,156286,163046,121309,219709,137847,173665,227845,236577
209922,173902,126678,120254,209056,221351,157818,189097,198613,116846,454184,192864,240338,128902,203535,197133
210146,165820,151306,232681,167987,142461,212115,240365,165866,148654,174783,167729,230603,106704,221740,211158
210304,195173,174437,151786,181093,181738,198598,198950,168227,212197,228981,212984,245953,224226,148627,11577301
210331,123651,177339,180595,198695,209409,219000,198969,444990,174491,101435,219383,180106,201654,230807,226587
210368,220871,150288,173896,127273,157298,224305,243498,215628,160029,176600,131973,196884,223001,146977,178518
210401,236328,233374,130590,166124,153144,214175,175980,169080,158477,133492,455770,100937,202523,120254,196866
210429,213349,213783,240480,232566,186876,235097,201441,240471,174233,226833,196158,167288,174358,171456,229814
210492,220710,233295,204909,146481,165936,228343,216524,125763,168281,399911,166018,184348,140696,167996,195474
210571,162654,213668,170301,143084,206525,140988,232043,150668,170532,214157,145646,173142,239017,222983,233301
210669,150400,206589,150455,156408,216278,191630,174844,203535,150756,211291,154527,209065,239628,179946,153108
210739,200217,123554,238980,231068,173160,173328,208822,208488,129525,110361,127918,182795,215442,188641,15468801
210775,217688,226231,133553,220516,220613,197045,446932,174899,113698,170806,161165,162760,205957,203775,150066
210906,383020,114585,446668,456621,450465,442231,162681,448239,443331,454856,130183,458229,443410,458210,134237
210942,126702,224776,145460,441973,117928,148177,468015,108232,458496,367194,117113,450094,197832,458982,449010
211024,117104,384421,211130,451370,451398,455099,476692,177126,239424,153320,224244,206288,195155,165945,476601
211088,201195,185572,184694,186283,191931,193584,193353,195003,192819,19554401,152600,216597,15468801,129941,193973
211130,177126,455099,239424,206288,195155,216816,366793,206215,177092,203997,179317,177278,122603,126979,175139
211158,174783,240365,212115,233277,171137,154095,165866,106704,157951,218964,179557,106458,173920,160612,110538
211273,123165,167835,168218,166939,152390,197133,212911,216287,198385,213385,195304,399911,121345,218070,138600
211291,173258,203535,234207,174844,206589,191630,150400,210669,190099,230959,156408,216278,150455,209065,179946
211352,144351,190770,192448,184694,176053,143118,19554401,15468801,15468802,201195,152600,215655,186283,148496,185572
211361,162584,163851,110422,228459,213349,212160,154095,211644,214041,161253,240462,149231,179566,155061,240189
211431,118888,168290,197197,207324,114813,199412,150163,219833,144281,134945,176628,105367,192703,195544,198950
211440,12293101,123961,215062,193900,131469,162928,131496,201645,227757,160755,221999,190150,164988,144050,152080
211468,177339,101435,146339,209409,179548,180595,123651,444990,164720,219383,219000,198969,235769,153375,157377
211477,440147,438416,398130,191205,133465,445391,440484,127024,406194,466921,454227,213358,367954,213303,446668
211556,175005,167783,219976,159656,163578,137847,147679,173045,148487,151263,156286,173665,204617,168005,209825
211583,215442,110361,148487,208488,11917301,173328,229160,213367,168005,196592,141644,192925,190716,212984,173665
211608,234155,213598,163338,133979,162007,162283,177940,207209,131399,198507,232937,139719,163453,176044,130934
211644,157401,178624,181215,144892,149772,221847,155025,196200,228529,157386,183080,155061,169910,230603,106467
211893,192110,167057,163295,194578,192712,110370,214971,174127,164748,108870,366368,143048,112570,166984,190372
211981,149505,213303,204468,236133,139393,198899,117751,213358,118693,166850,167251,459727,150604,171881,120537
212009,128902,212577,212674,196866,218973,145646,130697,170532,239017,237057,170301,143084,222983,162654,233301
212018,153603,23693903,23693901,209542,188535,233921,153658,190682,214777,171100,155317,440828,228723,172699,233277
212054,179159,131283,146719,127060,145725,196468,167358,191241,212106,194541,181002,209825,236595,215132,167093
212106,127060,196468,145725,191241,146719,212054,167358,131283,179159,163046,202480,239105,219709,206622,165662
212115,211158,165866,240365,174783,233277,106704,179557,171137,160612,173920,106458,157951,141264,110538,159717
212133,146612,192749,209612,194958,15468802,15468801,19554401,186283,193584,193016,184603,148496,136950,176053,190725
212160,213349,216010,235097,141334,229814,196121,211361,211644,240462,240189,178624,149231,155025,181215,210429
212197,213996,170967,117751,174491,475200,190248,149505,236133,139393,215947,198899,166850,167260,167394,185572
212443,178518,203997,213446,157207,147031,175139,154536,219240,190080,195580,215628,246345,216816,112127,151865
212577,212009,128902,212674,130697,196866,145646,170532,239017,218973,143084,237057,170301,222983,162654,233301
212601,167899,129525,235316,143358,224323,166452,222178,164447,217235,153269,111948,232706,217402,192323,122931
212656,166850,167394,221661,150604,213358,216542,198899,139393,117751,120537,475200,204468,215947,213303,149505
212674,196866,212009,212577,128902,170532,130697,218973,145646,237057,143084,239017,170301,162654,222983,160977
212832,165699,206437,201548,214272,144962,217165,204936,204200,120184,102049,215691,183910,165529,236230,237066
212911,198385,197133,121345,216287,112260,164465,213385,218070,195304,399911,115409,228343,149781,123165,216524
212984,213367,11917301,148627,227845,192439,168005,156286,215442,219709,206622,236577,207458,127918,224226,173045
213011,238430,186584,109785,110097,195720,216852,191649,188429,132471,149514,145619,178059,131113,121150,117140
213020,169248,227881,224554,240480,240189,23693902,216038,236939,213783,155681,183062,145813,176965,207388,139861
213251,164216,209065,181020,153108,154527,179946,218539,206589,216278,211291,190099,210669,191630,150400,230959
213303,213358,236133,167260,198899,149505,167394,211981,166850,204468,459727,118693,207856,117751,221661,212656
213321,238458,232609,245847,232672,153278,214157,213668,154004,184773,162760,143084,195234,215929,222983,238333
213349,212160,235097,216010,141334,229814,196121,240189,154095,211644,149772,178624,240329,240462,165024,240365
213358,213303,166850,212656,167394,150604,236133,167260,221661,211981,149505,198899,117751,118693,167251,216542
213367,11917301,206622,227845,219709,212984,168005,207458,215770,215099,215442,156286,209825,117946,163046,110361
213385,218070,216287,197133,228343,115409,198385,212911,168281,121257,112260,184348,164465,216524,146481,204909
213400,165945,125718,217606,175139,148885,260947,203997,195580,177816,215619,122603,206215,179317,195155,137962
213446,151865,154536,185758,172705,213631,219842,164474,145275,366003,443340,166045,123280,217040,147031,175139
213507,133711,219806,159568,150604,221014,213996,147244,164270,204635,215947,203845,150677,191968,238078,189848
213543,164924,167358,199847,194824,190415,196866,191241,196413,147767,164739,165015,130697,212674,212577,212009
213598,232937,199157,169798,10236809,160621,227526,100654,211608,234155,162007,167729,100724,214607,152248,187444
213613,139764,183062,219046,219082,237367,240480,196167,216038,240277,213020,218724,129215,236939,213783,176965
213631,172705,164474,151865,145275,219842,154536,185758,213446,217040,137777,443340,166045,124283,157298,173896
213640,143659,146728,150288,176600,243498,192040,210368,173896,160029,157298,220871,127273,196884,227289,215424
213668,170301,143084,162654,238333,222983,170532,214157,145646,239017,196866,212674,237057,218973,150668,233301
213783,240480,196158,240471,234827,175272,107071,199281,213020,207847,210429,240189,23693902,240462,169248,236939
213826,195234,121691,216931,195128,233541,177968,176479,215929,239080,127653,150066,221971,240107,140447,139199
213987,150534,102234,226383,217925,153144,238458,213321,238661,16822702,16822703,16822701,129525,147660,175980,158477
213996,212197,117751,150604,215947,166850,475200,139393,174491,170967,236133,167394,221661,198899,213303,149505
214041,149231,128771,140164,217420,433660,123572,165024,216764,206941,167729,170082,214607,214713,184782,157447
214069,144962,236230,217536,217165,102049,183974,237066,165529,204936,206437,215691,201548,178721,230807,204200
214148,239309,202046,112570,215105,174127,194578,177746,366368,108870,110370,214971,192712,449764,169442,202073
214157,213668,232043,238333,123457,143084,222983,170301,162654,170532,150668,237057,239017,107080,196866,160977
214175,166124,233374,236328,210401,130590,153144,175980,133492,158477,100937,169080,174844,212009,218973,212674
214272,201548,183910,206437,204936,204200,212832,165699,237066,215691,217536,144962,236230,217165,165529,102049
214564,228866,177986,123943,147590,164915,141936,423643,374024,221670,235547,145558,401250,117672,167598,232885
214591,240426,235167,409698,165820,186876,243780,166692,231712,441937,207500,183062,436827,232681,436818,145813
214607,170082,165024,167729,214713,140164,123572,433660,185590,169798,184782,149231,216764,128771,187444,217420
214616,204477,207342,223214,106263,176026,170082,214713,214607,217484,126775,181428,435000,377555,130943,186201
214625,237950,214643,152266,161341,204671,237932,214759,215284,214634,214731,209506,101693,223214,218441,142285
214634,214731,214652,447689,139311,141981,214704,214670,218645,214625,191621,237950,209506,214698,171881,214041
214643,214625,214810,214829,237950,214704,152266,214731,214689,209506,200004,223214,218645,161226,204671,161299
214652,214670,214634,214704,214731,447689,141981,139311,215266,218645,214786,214713,196042,214698,167260,197027
214670,214652,214704,214731,447689,218645,214786,141981,214713,139311,196042,215266,128771,185590,377555,204671
214689,178387,178341,214777,214704,186371,153658,100751,171100,228723,233921,23693901,23693903,164076,231174,153603
214698,214801,214786,215275,196219,196237,214713,214616,149231,128771,214670,217484,214652,165936,171571,126775
214704,218645,214731,214670,196042,214652,197027,447689,213996,166629,186201,214689,141981,217882,184782,170082
214713,128771,214607,185590,167729,140164,170082,149231,433660,165024,123572,184782,169798,214041,110565,157447
214731,214704,218645,214634,447689,214670,214652,196042,141981,139311,168263,216764,170082,215284,197027,217484
214740,183080,176080,221847,161226,215309,232566,176017,149772,204705,219356,178615,196185,171128,170639,157401
214759,203492,204680,214795,214625,237950,223214,142285,172051,200004,203526,228431,201432,204848,152266,204671
214768,163912,231581,163851,214786,147703,183044,161253,110422,196219,139144,234085,214698,230834,204705,202523
214777,228723,153658,233921,171100,23693901,23693903,186380,126614,106397,153603,209542,196060,155317,110714,199120
214786,214698,214801,196219,196237,215275,214670,214768,215798,214713,165936,128771,228343,214652,184348,185590
214795,207661,214759,100812,167288,213349,210429,204699,201441,229814,141334,235097,218654,204705,228653,203456
214801,214698,215275,214786,196237,196219,214713,217484,128771,168263,185590,214041,214616,128780,149231,214731
214810,218229,214643,214829,174075,214704,213613,214731,218645,236939,214689,218742,150677,240480,23693902,209506
214829,218742,166692,214810,214643,214704,145813,214731,221014,209506,218645,215284,214689,436818,161226,243780
214883,11577301,414878,245953,198598,181738,220206,168227,151786,147536,428259,199643,115083,219639,227429,105367
214971,202170,110370,220808,108870,366368,166984,163295,143048,164748,169442,112570,194578,215105,239309,177746
215053,161509,221254,136774,202046,209603,216931,152798,449764,203775,239309,202073,146533,170806,201061,177746
215062,190150,131496,123961,162928,193900,221999,144050,131469,227757,12293101,201645,160755,211440,164988,130794
215099,213367,215770,219709,206622,155335,190716,11917301,151263,207458,121309,209825,137847,215442,236595,110361
215105,174127,169442,202046,177746,239309,122506,449764,194578,122454,164933,214971,110370,235024,108870,164748
215114,217518,199032,195243,164085,228325,203580,199962,213996,150172,157809,206437,201195,21510501,185572,215813
215123,193405,223223,179812,148511,220792,190424,193830,239169,189501,207315,188580,112525,216366,110699,140562
215132,166656,194073,167093,179265,459824,445735,166869,437316,122296,149763,145628,142832,179450,204176,240213
215266,237330,219259,200059,180948,170639,161226,180522,214670,180106,209506,214652,215309,200572,219356,232566
215275,214801,214698,214786,196219,196237,167996,214041,168263,217484,149231,216764,165936,167288,170082,214731
